academia	2.424	3.914
academician	2.164	2.935
acced	22.475	34.373
acceler	9.244	14.187
accept	181.707	313.853
acceptedapprov	2.164	2.935
access	52.629	88.425
accessori	2.164	2.935
accid	8.656	11.74
accident	4.328	5.87
acclaim	4.328	5.87
accommod	18.594	30.862
accompani	4.588	6.849
accompli	22.94	34.245
accomplic	2.424	3.914
accomplish	15.408	21.524
accord	283.053	553.77
accordingli	175.038	274.76
account	215.036	400.264
accredit	8.807	15.864
accret	4.984	8.806
accru	46.071	72.526
accumul	19.815	28.176
accumulatingacquir	2.164	2.935
accur	9.176	13.698
accuraci	4.588	6.849
accus	82.254	179.649
accusedconvict	2.424	3.914
accusedperson	2.164	2.935
accustom	2.164	2.935
ace	265.93	507.035
achakzai	7.056	12.556
achazai	2.164	2.935
achiev	84.099	132.066
acid	2.164	2.935
acj	4.926	9.54
acknowledg	64.78	93.435
aco	34.864	59.055
acquaint	7.419	13.013
acquiesc	13.545	20.686
acquir	81.765	141.36
acquisit	31.896	51.756
acquit	52.802	100.893
acquitt	37.857	69.917
acr	81.614	132.46
across	38.834	58.801
acrux	2.164	2.935
act	239.065	731.278
actact	2.164	2.935
action	170.801	309.692
actionord	2.503	4.696
actionsact	4.98	9.784
actionsactivitiesordersdecis	4.848	7.828
actionsord	2.424	3.914
actionstat	2.164	2.935
activ	92.52	155.1
activist	11.08	15.654
actor	105.115	172.681
actsinstru	2.164	2.935
actsomiss	2.164	2.935
actual	108.246	176.521
actuat	2.164	2.935
acumen	4.328	5.87
acut	8.916	12.719
adal	13.57	20.546
adam	22.825	35.026
adamje	4.328	5.87
adapt	11.668	18.101
adc	28.588	53.271
add	253.177	481.324
addison	2.164	2.935
addit	213.226	378.821
addl	115.13	179.577
addlag	43.656	67.021
addlagp	22.16	31.308
addlattg	2.164	2.935
addlattorney	2.164	2.935
addldg	2.164	2.935
addldir	2.164	2.935
addligp	2.164	2.935
addlpg	8.656	11.74
address	80.101	125.239
adduc	15.408	21.524
adeel	2.164	2.935
adelaid	2.164	2.935
adequ	51.344	82.716
adequaci	2.164	2.935
adg	4.328	5.87
adher	35.811	52.147
adhoc	11.408	17.122
adil	37.906	55.523
adinterim	4.588	6.849
adivis	2.164	2.935
adj	123.646	210.917
adjac	4.328	5.87
adject	9.176	13.698
adjoin	2.164	2.935
adjourn	38.776	59.535
adjud	67.384	112.805
adjudg	18.16	26.906
adjudicatori	4.654	7.827
adjust	30.776	49.034
adjustmentconsolid	2.424	3.914
adjustmentexchang	2.492	4.403
adl	40.388	58.703
adlag	2.164	2.935
adm	208.969	400.167
admin	129.299	234.312
administ	122.277	222.326
administr	120.573	215.867
admir	5.955	11.568
admiralti	3.791	8.633
admiss	51.845	89.881
admit	160.654	264.016
admittedli	94.244	138.537
admn	9.176	13.698
admonit	2.164	2.935
adnan	20.324	29.841
adopt	136.939	222.612
adopte	2.424	3.914
adorn	2.164	2.935
adul	26.488	37.178
adult	17.832	25.438
adulteri	4.328	5.87
adv	253.443	483.906
advanc	91.955	142.686
advancedpromot	2.164	2.935
advantag	73.388	114.742
advcoat	4.328	5.87
advent	6.752	9.784
adventur	2.424	3.914
advers	69.377	103.439
adversari	6.752	9.784
advert	98.645	153.453
advertis	33.722	53.548
advic	39.302	68.116
advis	76.68	117.19
advisor	42.734	65.748
advisori	8.982	13.697
advoc	151.022	268.75
advocaci	6.752	9.784
advocategener	18.318	32.088
advocatesgener	2.164	2.935
adyala	2.424	3.914
aegi	4.328	5.87
aer	9.176	13.698
aerat	2.164	2.935
aerodrom	4.588	6.849
aeronaut	2.164	2.935
afa	155.555	275.441
afaw	2.492	4.403
afawna	2.424	3.914
affair	111.698	181.311
affect	130.033	217.146
affecte	4.328	5.87
affidavit	30.148	54.2
affidavitinevid	2.49	4.892
affili	13.189	29.781
affirm	88.92	136.267
affix	15.736	22.992
affluent	2.164	2.935
afflux	2.164	2.935
afford	42.156	59.681
affront	2.164	2.935
afghan	8.656	11.74
afghanistan	2.164	2.935
afghar	2.164	2.935
afoot	2.164	2.935
aforediscuss	2.503	4.696
aforement	75.852	116.43
aforenot	27.052	40.929
aforequot	11.34	16.633
aforesaid	144.94	246.786
aforest	2.164	2.935
afraid	8.916	12.719
afraidi	2.424	3.914
afrasaib	2.164	2.935
afrasiab	6.492	8.805
afresh	17.9	25.927
africa	4.588	6.849
afridi	15.408	21.524
afsar	2.164	2.935
afshan	11.666	18.59
afspa	2.424	3.914
aftab	29.511	43.832
aftagb	2.164	2.935
aftermath	6.492	8.805
afternoon	2.164	2.935
afterthought	4.588	6.849
afterward	4.656	7.338
aftikhar	2.164	2.935
afu	4.609	9.393
afuwan	2.164	2.935
afw	7.077	15.159
afza	80.703	123.757
afzal	71.979	111.528
aga	44.774	67.019
agai	6.752	9.784
age	203.214	402.566
agea	2.424	3.914
agenc	71.536	121.797
agenda	14.16	22.504
agent	32.136	50.389
ageold	2.164	2.935
aggarw	4.588	6.849
aggarwala	2.164	2.935
aggrandiz	4.328	5.87
aggrav	6.492	8.805
aggreg	18.461	29.003
aggress	13.764	20.547
aggressor	2.164	2.935
aggriev	86.874	130.422
agha	32.069	49.213
agit	34.61	56.374
ago	37.005	59.681
agoni	6.492	8.805
agp	61.206	92.295
agpb	4.667	7.631
agpr	2.492	4.403
agpunjab	2.164	2.935
agrarian	2.164	2.935
agraw	2.424	3.914
agre	133.941	244.352
agreeabl	2.424	3.914
agreement	75.862	142.856
agreementdocu	2.164	2.935
agricultur	49.366	96.711
agriculturistsfarm	2.164	2.935
agro	10.82	14.675
agrotechn	2.164	2.935
aguilar	2.164	2.935
ahadith	6.728	11.088
ahead	2.164	2.935
ahir	49.453	74.746
ahl	9.323	14.969
ahlesunnatpakistan	2.164	2.935
ahm	260.955	494.798
ahmad	122.221	206.861
ahmadi	2.164	2.935
ahmedabad	2.164	2.935
ahmer	4.588	6.849
ahraon	2.164	2.935
ahron	2.164	2.935
ahsan	126.173	192.892
aid	288.229	664.526
aig	83.781	130.857
aigp	4.328	5.87
aim	219.542	398.981
aimplb	2.424	3.914
aiouboard	2.424	3.914
air	240.347	495.608
airb	2.164	2.935
aircondit	2.164	2.935
aircraft	2.424	3.914
airlin	11.146	16.632
airplan	2.424	3.914
airport	11.447	18.729
airtim	2.424	3.914
aisha	4.654	7.827
aitchison	2.164	2.935
aitshamulhaq	2.164	2.935
aitzaz	20.526	31.554
aiwanesadr	2.164	2.935
aiyer	2.164	2.935
aizaz	2.164	2.935
ajab	8.656	11.74
ajit	2.164	2.935
ajk	9.445	16.535
ajmal	33.363	49.537
ajmer	2.164	2.935
akbar	29.136	43.634
akhlaq	4.656	7.338
akhlaqu	2.164	2.935
akhtar	157.209	251.021
akhtaretc	2.164	2.935
akhter	6.492	8.805
akin	24.81	37.275
akmal	2.492	4.403
akram	75.757	120.671
ala	248.193	474.086
alaalia	2.164	2.935
alaalimiyya	2.164	2.935
alaalmia	2.164	2.935
alaba	28.263	50.132
alabba	6.752	9.784
aladyan	2.164	2.935
alafu	2.164	2.935
alagappa	2.164	2.935
alahzab	2.492	4.403
alaji	6.492	8.805
alaliya	2.164	2.935
alam	136.677	212.106
alamgir	2.164	2.935
alanam	2.164	2.935
alanbya	2.164	2.935
alanf	2.424	3.914
alansari	2.164	2.935
alaraf	4.328	5.87
alaraj	2.164	2.935
alarm	17.9	25.927
alarmingli	2.164	2.935
alasif	6.492	8.805
albaha	2.164	2.935
albalagha	2.164	2.935
albaqara	12.006	20.792
albaqarah	11.938	20.303
albeit	12.984	17.61
alblagha	2.164	2.935
albokhari	2.424	3.914
albukhari	2.424	3.914
alcohol	4.588	6.849
aleem	68.471	105.261
alert	2.164	2.935
alevel	4.98	9.784
alexand	2.164	2.935
aley	4.848	7.828
alfalah	4.848	7.828
alfaraiz	2.164	2.935
alfath	2.164	2.935
alfiqha	2.424	3.914
alfiqhul	2.164	2.935
alfurqan	4.328	5.87
algor	2.164	2.935
alhadith	2.424	3.914
alhaj	2.424	3.914
alhashar	2.424	3.914
alhujurat	2.164	2.935
ali	280.084	695.904
alia	174.991	287.281
aliai	2.164	2.935
alibi	2.164	2.935
alicui	2.164	2.935
alien	51.09	79.349
aligarh	2.164	2.935
align	17.887	27.524
aliimran	2.164	2.935
alik	160.238	273.234
alimran	2.492	4.403
alina	2.164	2.935
alipur	2.164	2.935
aliquid	2.164	2.935
alishbai	2.164	2.935
alislamia	2.49	4.892
alisra	4.848	7.828
aliv	20.582	31.309
alizai	6.492	8.805
aljehad	11.208	18.1
aljehand	2.164	2.935
alkali	2.164	2.935
alkaloid	2.164	2.935
alkaram	2.164	2.935
alkhair	9.242	14.676
alkhairi	2.424	3.914
alla	94.685	170.706
allah	64.436	114.2
allahabad	10.82	14.675
allama	9.504	15.166
allan	25.567	46.784
allaski	2.164	2.935
allay	2.164	2.935
alleg	175.542	316.631
allegedli	62.253	92.44
allegi	20.376	31.252
allencompass	2.164	2.935
aller	4.328	5.87
allevi	6.752	9.784
alli	54.335	83.937
allianc	8.916	12.719
allimport	4.328	5.87
alloc	37.941	63.883
allot	33.494	72.149
allote	2.424	3.914
allotmentgr	2.164	2.935
allotte	13.409	20.991
allow	252.172	464.12
allowancedaili	2.164	2.935
alloweddecre	2.164	2.935
allpakistan	2.424	3.914
allud	10.82	14.675
alludin	2.164	2.935
allur	4.328	5.87
alma	42.126	67.837
almaidah	9.672	16.96
almasad	2.164	2.935
almedina	2.424	3.914
almeenar	2.164	2.935
almighti	18.239	30.987
almizan	4.328	5.87
almost	40.84	60.172
almujadila	2.492	4.403
almunawwara	2.424	3.914
alnahv	2.424	3.914
alnisa	2.164	2.935
alnoor	2.49	4.892
alon	152.13	254.044
along	129.064	206.976
alongsid	2.164	2.935
alongwith	40.232	60.546
alphabet	4.588	6.849
alqalam	4.328	5.87
alquran	4.328	5.87
alrashid	2.164	2.935
alreadi	230.189	384.64
alrehman	2.164	2.935
alright	2.164	2.935
alsahihul	2.424	3.914
alsalfia	2.164	2.935
alsamrez	4.588	6.849
alsaniviyya	2.424	3.914
alsanviaaama	2.164	2.935
alsanviakhasa	2.164	2.935
alsaqafatul	2.164	2.935
alsarf	2.164	2.935
alseeratun	2.164	2.935
also	295.706	655.826
alsyedin	2.164	2.935
altaf	11.08	15.654
altafs	2.424	3.914
altajwe	2.164	2.935
altarbiya	2.164	2.935
altauhe	2.424	3.914
altawbah	2.164	2.935
alter	84.828	137.805
alteram	6.752	9.784
alterc	4.753	9.251
altercationquarrel	2.424	3.914
altern	54.495	83.629
although	96.836	153.888
alti	64.405	118.923
altibbul	2.164	2.935
altogeth	24.064	33.264
aluloomul	2.164	2.935
aluminum	2.164	2.935
alvi	10.82	14.675
alway	101.527	162.095
amalgam	6.492	8.805
aman	71.586	112.863
amanul	18.171	27.199
amanullah	15.747	23.285
amar	34.517	53.224
amaz	4.328	5.87
amazon	2.164	2.935
ambassador	2.164	2.935
ambedkar	4.328	5.87
amber	29.658	45.103
ambient	2.164	2.935
ambigu	30.416	47.454
ambit	48.314	73.87
ambiti	2.164	2.935
ambival	2.164	2.935
ambreen	4.328	5.87
ambul	2.492	4.403
ambush	2.164	2.935
amd	28.925	47.113
ameen	27.097	41.141
ameer	30.95	44.515
amelior	2.164	2.935
amen	179.181	381.898
amend	125.98	240.165
amendaltermodifychangerescind	4.328	5.87
amendedrectifi	2.164	2.935
amendmentinsertionintroduct	4.848	7.828
amendmentinsertionsubstitut	4.984	8.806
amendmentsinsertionssubstitut	4.328	5.87
amendmentssubstitut	4.93	10.064
america	32.2	54.153
american	19.027	32.337
amic	34.452	58.656
amici	4.656	7.338
amicu	29.525	50.046
amid	81.67	127.685
amilan	2.424	3.914
amilano	2.164	2.935
amin	226.202	418.298
amina	18.213	32.826
aminullah	2.492	4.403
amir	69.405	102.38
amiran	2.164	2.935
amiruddin	2.164	2.935
amiti	4.588	6.849
amjad	35.483	50.679
amjid	2.164	2.935
aml	15.815	23.774
amma	261.121	560.883
ammavasai	2.164	2.935
ammunit	4.328	5.87
amna	4.916	8.317
amnesti	4.328	5.87
among	100.248	171.87
amongst	83.366	136.123
amor	4.328	5.87
amount	216.126	388.474
ampl	92.408	148.226
ampli	20.489	32.243
ampliar	2.164	2.935
amplif	2.329	5.337
amplitud	7.012	10.763
amr	32.234	51.615
amtul	2.164	2.935
amus	2.164	2.935
ana	196.538	371.197
analog	11.34	16.633
analys	39.163	64.467
analysi	40.724	63.088
analyst	3.711	11.115
analyt	2.164	2.935
analyz	15.408	21.524
anand	9.436	14.677
anarch	9.176	13.698
anarchi	8.916	12.719
anastasio	2.164	2.935
anathema	4.328	5.87
anayet	2.424	3.914
anber	2.164	2.935
ancestor	2.164	2.935
ancestr	2.164	2.935
anchor	11.159	16.436
anchorag	2.164	2.935
ancient	7.012	10.763
ancillari	49.37	72.4
andhra	4.328	5.87
andofr	2.164	2.935
andor	80.227	127.163
ane	50.904	81.06
aneeq	4.328	5.87
aneeqa	2.164	2.935
anesthesia	2.424	3.914
anf	30.568	50.485
angana	2.164	2.935
angel	2.424	3.914
angelico	2.164	2.935
angl	44.601	74.164
anglo	11.474	18.1
angloamerican	2.492	4.403
angloindian	2.164	2.935
anglosaxon	6.82	10.273
angri	8.984	13.208
anguish	2.164	2.935
ani	262.332	736.997
anil	4.328	5.87
anim	47.94	73.575
animos	4.328	5.87
aniqu	2.164	2.935
anisurrehman	2.164	2.935
anita	4.588	6.849
anjum	22.748	33.755
anjumetc	2.164	2.935
anmmahmood	2.164	2.935
anna	13.514	20.791
annajm	2.164	2.935
annex	23.762	42.886
annexi	4.654	7.827
annexii	2.424	3.914
annexiii	2.164	2.935
annexiv	2.424	3.914
annexur	11.994	20.058
annexurea	4.328	5.87
annexureb	2.164	2.935
annexurec	2.164	2.935
annexuref	2.164	2.935
annexurei	2.424	3.914
annexurh	2.164	2.935
annexv	2.424	3.914
annexvi	2.164	2.935
annisa	7.43	13.306
announc	128.202	190.148
annoy	2.164	2.935
annual	47.001	79.087
annul	6.752	9.784
annum	8.995	13.501
annur	2.164	2.935
anomal	28.98	41.581
anomali	22.16	31.308
anoth	234.621	428.351
ansar	24.98	37.179
ansari	9.504	15.166
answer	104.629	171.207
ant	296.921	697.215
antagonist	2.164	2.935
anteced	11.159	16.436
anted	4.456	8.316
antenat	2.164	2.935
antenna	4.328	5.87
anterior	2.164	2.935
anti	157.245	262.771
anticip	19.533	28.931
anticipatori	4.328	5.87
anticompetit	2.503	4.696
anticorrupt	11.148	16.143
antid	2.503	4.696
antin	9.556	16.577
antinarcot	4.889	8.946
antiriot	2.164	2.935
antist	2.164	2.935
antiterror	11.408	17.122
antithesi	6.492	8.805
antonin	2.164	2.935
anvil	2.164	2.935
anwaar	4.598	8.072
anwar	108.34	174.716
anwarul	9.244	14.187
anwarulhaq	2.164	2.935
anwarurrehman	2.503	4.696
anwer	2.164	2.935
anxious	4.328	5.87
anybodi	15.928	23.482
anyhow	2.164	2.935
anymor	4.588	6.849
anyon	30.506	48.529
anyth	94.712	153.1
anyway	2.164	2.935
anywher	23.142	36.201
aoa	1.782	5.661
aon	8.656	11.74
aor	221.78	374.864
aorasc	6.492	8.805
aown	2.424	3.914
apart	63.666	95.639
apartheid	2.164	2.935
apathi	4.328	5.87
apep	2.164	2.935
apex	17.312	23.48
apg	4.858	9.051
apolog	8.686	15.909
apostl	4.564	8.153
appal	2.164	2.935
appar	82.167	127.289
apparatu	4.182	8.512
apparatuscap	2.164	2.935
apparel	2.164	2.935
appeal	267.229	596.517
appealrevis	2.164	2.935
appealsii	2.164	2.935
appealspetit	2.164	2.935
appear	224.435	409.336
appeas	2.164	2.935
appel	243.927	523.013
appellantchairman	2.164	2.935
appellantcomplain	2.424	3.914
appellantconvict	7.157	12.523
appellantdepart	2.164	2.935
appellantland	2.164	2.935
appellantpetition	3.203	8.712
appellantspetition	8.892	14.023
appellantspilot	2.164	2.935
appellantstransport	2.164	2.935
appellateorigin	2.164	2.935
appellaterevision	2.424	3.914
append	32.331	49.703
appendix	6.752	9.784
appertain	2.164	2.935
appl	274.688	579.87
appli	274.784	579.85
applianc	2.492	4.403
applic	258.974	521.416
applicantpetition	4.328	5.87
applicantspetition	2.164	2.935
appoint	127.359	243.807
appointe	6.818	10.762
appointedconfirm	2.164	2.935
appointedelev	2.164	2.935
appointmentconfirm	2.424	3.914
appointmentelect	4.328	5.87
appointmentsconfirm	2.424	3.914
apportion	2.164	2.935
apposit	8.656	11.74
apprais	24.584	35.222
appreci	75.948	110.653
apprehend	20.471	31.112
apprehens	35.705	51.994
apprentic	4.656	7.338
apprenticeship	2.492	4.403
appris	22.816	34.244
approach	105.439	180.005
appropri	178.814	307.433
approv	295.354	462.874
approvalord	2.164	2.935
approvedrecogn	2.164	2.935
approx	32.304	50.332
approxim	32.044	49.353
appurten	2.164	2.935
april	60.175	102.475
apt	91.216	152.519
aptli	4.328	5.87
aqeel	2.164	2.935
aqib	119.232	178.562
aqil	6.492	8.805
aqleem	2.164	2.935
aquif	2.49	4.892
ara	295.371	626.587
arab	115.473	179.359
arabia	7.327	13.828
arabian	2.164	2.935
arabicenglish	2.424	3.914
arabicislam	2.503	4.696
arain	18.092	26.417
arazi	2.492	4.403
arban	2.164	2.935
arbey	2.424	3.914
arbitr	44.051	76.287
arbitrari	39.281	65.419
arbitrarili	11.34	16.633
arbitrationsmediationsreconcili	2.164	2.935
archaic	4.588	6.849
archdeaconri	2.424	3.914
architect	6.82	10.273
architectur	2.164	2.935
arcot	21.092	41.951
ardeshir	11.146	16.632
ardsher	2.164	2.935
arduou	4.328	5.87
area	94.507	170.098
aredshir	4.328	5.87
arehman	2.164	2.935
arena	2.164	2.935
arent	51.493	82.577
arfin	2.164	2.935
argu	183.459	325.383
arguabl	2.164	2.935
argument	148.354	249.653
ari	267.925	734.895
arid	13.244	18.589
arif	187.785	316.405
aris	179.754	283.475
arisen	36.399	54.594
aristocraci	2.424	3.914
arithmet	2.164	2.935
ark	140.532	250.872
arkansa	2.164	2.935
arm	104.101	188.999
armi	38.232	68.446
aro	147.834	249.71
aros	42.371	61.441
around	49.422	73.811
arrang	57.309	88.772
array	9.57	16.144
arrear	15.736	22.992
arrest	46.76	96.054
arriv	60.836	88.545
arrog	11.08	15.654
arsal	4.328	5.87
arsen	4.328	5.87
arsh	115.096	184.576
arshad	74.908	116.22
arsheikh	2.492	4.403
arslan	2.164	2.935
arson	8.656	11.74
art	272.335	738.724
artaza	2.164	2.935
artesian	2.164	2.935
articl	193.68	430.384
articlea	2.164	2.935
articlessimilar	2.164	2.935
articul	186.666	326.863
artifici	11.159	16.436
artist	2.492	4.403
arumugam	2.164	2.935
arundhati	2.164	2.935
arya	30.745	46.88
arz	22.014	33.95
arzeina	2.164	2.935
asa	123.193	194.491
asad	74.842	111.366
asadullah	2.164	2.935
asc	316.672	609.755
ascagp	2.164	2.935
ascaor	4.328	5.87
ascend	2.424	3.914
ascertain	58.781	87.217
ascpresid	2.164	2.935
ascrib	6.492	8.805
asfand	11.734	19.079
asfandar	2.164	2.935
asfandyar	6.818	10.762
asfanyar	2.424	3.914
asfnad	2.164	2.935
asghar	45.277	67.649
asghari	2.164	2.935
ashaar	2.164	2.935
ashar	18.42	27.885
asharafia	2.164	2.935
asheikh	4.328	5.87
ashfaq	20.132	29.351
ashfaqa	2.164	2.935
ashfaqu	2.164	2.935
ashhad	2.164	2.935
ashifa	2.164	2.935
ashiq	12.984	17.61
ashma	13.504	19.568
asho	8.916	12.719
ashok	4.588	6.849
ashraf	44.901	69.937
ashrafia	2.465	5.032
ashshura	4.889	8.946
ashtar	15.668	22.503
asi	299.902	643.287
asia	30.103	48.724
asian	9.775	16.438
asiatica	2.164	2.935
asid	158.385	249.178
asif	117.846	191.93
asim	104.891	163.282
asio	8.916	12.719
asisi	2.164	2.935
asjad	2.164	2.935
ask	114.574	179.907
askari	6.492	8.805
aslam	93.09	147.751
asma	12.645	22.88
asnad	2.164	2.935
aspect	144.125	221.306
aspectsi	2.164	2.935
aspers	2.164	2.935
aspir	20.557	31.449
asquith	2.164	2.935
asraaf	2.503	4.696
asrar	6.752	9.784
ass	290.524	736.845
assail	56.384	82.674
assalam	2.492	4.403
assalamualeykum	2.164	2.935
assam	2.164	2.935
assassin	2.164	2.935
assault	11.408	17.122
assembl	74.122	165.142
assemblyn	2.424	3.914
assemblynotwithstand	2.164	2.935
assemblyprovinci	2.164	2.935
assent	11.944	25.446
assert	63.549	97.317
assese	2.164	2.935
assess	77.209	152.993
assesse	20.499	42.374
assesseeoup	2.49	4.892
assesseetax	2.492	4.403
assessmentevalu	6.492	8.805
assessmentreassess	2.164	2.935
assessse	2.164	2.935
asset	58.992	110.423
assetsdivers	2.164	2.935
assidu	2.164	2.935
assign	73.258	113.216
assigne	9.233	16.214
assimil	4.328	5.87
assist	197.615	317.145
associ	108.48	182.657
asst	10.82	14.675
asstt	8.656	11.74
assttag	2.164	2.935
assum	99.114	159.142
assumpt	38.612	59.193
assur	36.058	53.322
astonish	4.328	5.87
astonishingli	2.164	2.935
astor	4.328	5.87
astound	2.164	2.935
astray	2.164	2.935
astut	2.164	2.935
ata	182.135	290.285
atchison	2.164	2.935
athar	6.752	9.784
athlet	2.164	2.935
atif	82.228	126.253
atiqu	4.588	6.849
atiqur	2.424	3.914
atir	4.821	9.74
atkin	2.164	2.935
atla	5.93	11.573
atleast	7.08	11.252
atm	58.548	85.609
atma	2.424	3.914
atmospher	11.08	15.654
atom	2.164	2.935
aton	2.164	2.935
atroc	2.492	4.403
att	299.798	703.009
atta	208.397	346.755
attach	79.029	125.311
attachedappendedment	2.164	2.935
attack	32.263	49.214
attaghabun	2.164	2.935
attain	63.55	95.979
attaind	4.328	5.87
attalaq	2.164	2.935
attaulhaq	2.49	4.892
attaullah	6.492	8.805
attawbah	4.588	6.849
attempt	81.148	129.932
attend	121.727	183.765
attent	55.395	83.949
attest	31.64	47.778
attiqu	8.656	11.74
attir	4.629	7.967
attitud	17.572	24.459
attle	2.164	2.935
attni	2.164	2.935
attock	17.939	27.534
attorney	145.611	247.977
attorneygener	24.39	35.221
attowbah	2.164	2.935
attract	87.652	135.551
attractedth	2.424	3.914
attribut	67.637	101.402
attun	2.164	2.935
auction	9.186	14.921
auden	2.424	3.914
audi	77.704	124.037
audienc	10.82	14.675
audio	8.984	13.208
audiotext	2.164	2.935
audiovisu	2.164	2.935
audit	44.514	70.615
auditor	24.772	40.139
auditorgener	6.657	11.207
auf	45.903	69.76
augment	4.328	5.87
august	64.116	99.241
aukland	2.164	2.935
aunt	2.164	2.935
auqaf	2.164	2.935
aurangzaib	2.164	2.935
aurangzeb	8.916	12.719
ausaf	15.668	22.503
auspic	6.492	8.805
austin	2.492	4.403
australia	14.224	23.971
australian	6.82	10.273
authent	25.602	42.844
author	238.049	488.659
authoris	30.301	52.284
authorit	32.99	47.206
authoritiesassess	2.424	3.914
authoritiescustom	2.424	3.914
authoritiesremedi	2.164	2.935
authorityassess	2.492	4.403
authorityforum	2.164	2.935
authoritypow	2.164	2.935
authorityth	2.164	2.935
autocraci	2.164	2.935
autom	52.936	84.602
automat	48.269	76.971
automaticacquitt	2.164	2.935
automobil	2.424	3.914
automot	4.328	5.87
autonom	25.582	44.95
autonomi	9.255	14.48
autonomoussemiautonom	4.784	9.784
autrefoi	2.492	4.403
avail	224.776	386.403
avari	2.492	4.403
aveng	2.164	2.935
aventur	2.164	2.935
avenu	4.588	6.849
aver	36.033	53.462
averag	22.201	32.426
avert	2.164	2.935
avi	140.308	235.283
aviat	4.656	7.338
avion	2.164	2.935
avoid	102	152.084
avow	2.164	2.935
awai	38.253	58.701
await	10.82	14.675
awaken	2.164	2.935
awal	98.179	166.21
awami	14.131	23.622
awan	50.8	80.661
awanasc	2.164	2.935
awar	179.161	324.3
award	69.82	124.349
away	101.742	161.849
awesom	2.164	2.935
axiomat	2.164	2.935
aya	153.207	256.945
ayan	13.572	20.057
ayaz	42.484	61.149
ayesha	15.928	23.482
ayn	2.164	2.935
ayub	42.664	65.006
ayyangar	2.164	2.935
ayyar	39.212	53.809
azad	14.065	22.644
azam	49.904	77.388
azamgarh	2.164	2.935
azar	54.589	82.325
azeem	21.968	30.818
azeezbasha	2.164	2.935
azhar	110.678	164.565
azid	6.492	8.805
azim	28.159	45.886
azimin	2.164	2.935
aziz	78.087	124.161
aziza	2.424	3.914
azizuddin	4.328	5.87
azizul	11.418	18.345
azizullah	9.254	15.41
azizurrehman	4.328	5.87
azmat	48.451	73.675
azmatullah	2.164	2.935
azra	18.612	28.375
azzizullah	2.164	2.935
babar	33.636	48.919
babi	2.164	2.935
babraq	2.424	3.914
babu	4.328	5.87
babyboy	2.492	4.403
bacha	2.424	3.914
bachelor	11.146	16.632
bachu	2.492	4.403
back	166.134	267.54
backdoor	2.164	2.935
backdrop	51.796	75.825
background	66.537	102.48
backup	2.164	2.935
backward	7.08	11.252
bad	318	558.642
badalisulh	7.078	11.741
badalisulhcompens	2.164	2.935
badalisulhdiyat	2.164	2.935
badar	6.752	9.784
badin	2.164	2.935
badli	8.656	11.74
badruddin	2.164	2.935
badrul	2.49	4.892
badrunnisa	2.164	2.935
badsha	10.82	14.675
badshah	8.656	11.74
bag	16.323	28.689
baglihar	2.164	2.935
bahadar	2.424	3.914
bahadur	4.656	7.338
